,date,iso_code,new_cases,new_deaths,new_tests,total_cases,total_deaths
43094,2020-03-18,JOR,18.0,0.0,0.0,52.0,0.0
43095,2020-03-19,JOR,17.0,0.0,0.0,69.0,0.0
43096,2020-03-20,JOR,16.0,0.0,0.0,85.0,0.0
43097,2020-03-21,JOR,0.0,0.0,0.0,85.0,0.0
43098,2020-03-22,JOR,27.0,0.0,0.0,112.0,0.0
43099,2020-03-23,JOR,15.0,0.0,0.0,127.0,0.0
43100,2020-03-24,JOR,27.0,0.0,0.0,154.0,0.0
43101,2020-03-25,JOR,18.0,0.0,0.0,172.0,0.0
43102,2020-03-26,JOR,40.0,0.0,0.0,212.0,0.0
43103,2020-03-27,JOR,23.0,1.0,0.0,235.0,1.0
43104,2020-03-28,JOR,11.0,0.0,0.0,246.0,1.0
43105,2020-03-29,JOR,13.0,2.0,0.0,259.0,3.0
43106,2020-03-30,JOR,9.0,2.0,0.0,268.0,5.0
43107,2020-03-31,JOR,6.0,0.0,0.0,274.0,5.0
43108,2020-04-01,JOR,4.0,0.0,0.0,278.0,5.0
43109,2020-04-02,JOR,21.0,0.0,0.0,299.0,5.0
43110,2020-04-03,JOR,11.0,0.0,0.0,310.0,5.0
43111,2020-04-04,JOR,13.0,0.0,0.0,323.0,5.0
43112,2020-04-05,JOR,22.0,0.0,0.0,345.0,5.0
43113,2020-04-06,JOR,4.0,1.0,0.0,349.0,6.0
43114,2020-04-07,JOR,4.0,0.0,0.0,353.0,6.0
43115,2020-04-08,JOR,5.0,0.0,0.0,358.0,6.0
43116,2020-04-09,JOR,14.0,1.0,0.0,372.0,7.0
43117,2020-04-10,JOR,0.0,0.0,0.0,372.0,7.0
43118,2020-04-11,JOR,9.0,0.0,0.0,381.0,7.0
43119,2020-04-12,JOR,8.0,0.0,0.0,389.0,7.0
43120,2020-04-13,JOR,2.0,0.0,0.0,391.0,7.0
43121,2020-04-14,JOR,6.0,0.0,0.0,397.0,7.0
43122,2020-04-15,JOR,4.0,0.0,0.0,401.0,7.0
43123,2020-04-16,JOR,1.0,0.0,0.0,402.0,7.0
43124,2020-04-17,JOR,5.0,0.0,0.0,407.0,7.0
43125,2020-04-18,JOR,6.0,0.0,0.0,413.0,7.0
43126,2020-04-19,JOR,4.0,0.0,0.0,417.0,7.0
43127,2020-04-20,JOR,8.0,0.0,0.0,425.0,7.0
43128,2020-04-21,JOR,3.0,0.0,0.0,428.0,7.0
43129,2020-04-22,JOR,7.0,0.0,0.0,435.0,7.0
43130,2020-04-23,JOR,2.0,0.0,0.0,437.0,7.0
43131,2020-04-24,JOR,4.0,0.0,0.0,441.0,7.0
43132,2020-04-25,JOR,3.0,0.0,0.0,444.0,7.0
43133,2020-04-26,JOR,3.0,0.0,0.0,447.0,7.0
43134,2020-04-27,JOR,2.0,0.0,0.0,449.0,7.0
43135,2020-04-28,JOR,0.0,1.0,0.0,449.0,8.0
43136,2020-04-29,JOR,2.0,0.0,0.0,451.0,8.0
43137,2020-04-30,JOR,2.0,0.0,0.0,453.0,8.0
43138,2020-05-01,JOR,6.0,0.0,0.0,459.0,8.0
43139,2020-05-02,JOR,1.0,1.0,0.0,460.0,9.0
43140,2020-05-03,JOR,1.0,0.0,0.0,461.0,9.0
43141,2020-05-04,JOR,4.0,0.0,0.0,465.0,9.0
43142,2020-05-05,JOR,6.0,0.0,0.0,471.0,9.0
43143,2020-05-06,JOR,2.0,0.0,0.0,473.0,9.0
43144,2020-05-07,JOR,21.0,0.0,0.0,494.0,9.0
43145,2020-05-08,JOR,14.0,0.0,0.0,508.0,9.0
43146,2020-05-09,JOR,14.0,0.0,0.0,522.0,9.0
43147,2020-05-10,JOR,18.0,0.0,0.0,540.0,9.0
43148,2020-05-11,JOR,22.0,0.0,0.0,562.0,9.0
43149,2020-05-12,JOR,14.0,0.0,0.0,576.0,9.0
43150,2020-05-13,JOR,6.0,0.0,0.0,582.0,9.0
43151,2020-05-14,JOR,4.0,0.0,0.0,586.0,9.0
43152,2020-05-15,JOR,10.0,0.0,0.0,596.0,9.0
43153,2020-05-16,JOR,11.0,0.0,0.0,607.0,9.0
43154,2020-05-17,JOR,6.0,0.0,0.0,613.0,9.0
43155,2020-05-18,JOR,16.0,0.0,0.0,629.0,9.0
43156,2020-05-19,JOR,20.0,0.0,0.0,649.0,9.0
43157,2020-05-20,JOR,23.0,0.0,0.0,672.0,9.0
43158,2020-05-21,JOR,12.0,0.0,0.0,684.0,9.0
43159,2020-05-22,JOR,16.0,0.0,0.0,700.0,9.0
43160,2020-05-23,JOR,4.0,0.0,0.0,704.0,9.0
43161,2020-05-24,JOR,4.0,0.0,0.0,708.0,9.0
43162,2020-05-25,JOR,3.0,0.0,0.0,711.0,9.0
43163,2020-05-26,JOR,7.0,0.0,0.0,718.0,9.0
43164,2020-05-27,JOR,2.0,0.0,0.0,720.0,9.0
43165,2020-05-28,JOR,8.0,0.0,0.0,728.0,9.0
43166,2020-05-29,JOR,2.0,0.0,0.0,730.0,9.0
